yr,periodDesc,rgDesc,rtTitle,ptTitle,cmdCode,cmdDescE,TradeValue,Unnamed: 0,rtLat,rtLon,ptLat,ptLon
2021,2021.0,Import,Israel,World,52.0,Cotton,73494000.0,,30.8124247,34.8594762,-36.8535712,174.7456809
2021,2021.0,Import,Israel,Belgium,52.0,Cotton,36000.0,,30.8124247,34.8594762,50.6402809,4.6667145
2021,2021.0,Import,Israel,Brazil,52.0,Cotton,2000.0,,30.8124247,34.8594762,-10.3333333,-53.2
2021,2021.0,Import,Israel,Brunei Darussalam,52.0,Cotton,2000.0,,30.8124247,34.8594762,4.4137155,114.5653908
2021,2021.0,Import,Israel,Bulgaria,52.0,Cotton,8000.0,,30.8124247,34.8594762,42.6073975,25.4856617
2021,2021.0,Import,Israel,China,52.0,Cotton,14131000.0,,30.8124247,34.8594762,35.000074,104.999927
2021,2021.0,Import,Israel,Denmark,52.0,Cotton,6000.0,,30.8124247,34.8594762,55.670249,10.3333283
2021,2021.0,Import,Israel,France,52.0,Cotton,609000.0,,30.8124247,34.8594762,46.603354,1.8883335
2021,2021.0,Import,Israel,Germany,52.0,Cotton,434000.0,,30.8124247,34.8594762,51.1638175,10.4478313
2021,2021.0,Import,Israel,Greece,52.0,Cotton,59000.0,,30.8124247,34.8594762,38.9953683,21.9877132
2021,2021.0,Import,Israel,"China, Hong Kong SAR",52.0,Cotton,103000.0,,30.8124247,34.8594762,22.350627,114.1849161
2021,2021.0,Import,Israel,Hungary,52.0,Cotton,3000.0,,30.8124247,34.8594762,47.1817585,19.5060937
2021,2021.0,Import,Israel,Indonesia,52.0,Cotton,720000.0,,30.8124247,34.8594762,-2.4833826,117.8902853
2021,2021.0,Import,Israel,Italy,52.0,Cotton,551000.0,,30.8124247,34.8594762,42.6384261,12.674297
2021,2021.0,Import,Israel,Japan,52.0,Cotton,601000.0,,30.8124247,34.8594762,36.5748441,139.2394179
2021,2021.0,Import,Israel,Rep. of Korea,52.0,Cotton,33000.0,,30.8124247,34.8594762,,
2021,2021.0,Import,Israel,Lithuania,52.0,Cotton,15000.0,,30.8124247,34.8594762,55.3500003,23.7499997
2021,2021.0,Import,Israel,Mexico,52.0,Cotton,3000.0,,30.8124247,34.8594762,23.6585116,-102.0077097
2021,2021.0,Import,Israel,"Other Asia, nes",52.0,Cotton,13000.0,,30.8124247,34.8594762,,
2021,2021.0,Import,Israel,Morocco,52.0,Cotton,1000.0,,30.8124247,34.8594762,31.1728205,-7.3362482
2021,2021.0,Import,Israel,Netherlands,52.0,Cotton,264000.0,,30.8124247,34.8594762,52.2434979,5.6343227
2021,2021.0,Import,Israel,Pakistan,52.0,Cotton,235000.0,,30.8124247,34.8594762,30.3308401,71.247499
2021,2021.0,Import,Israel,Philippines,52.0,Cotton,223000.0,,30.8124247,34.8594762,12.7503486,122.7312101
2021,2021.0,Import,Israel,Portugal,52.0,Cotton,12000.0,,30.8124247,34.8594762,39.6621648,-8.1353519
2021,2021.0,Import,Israel,Romania,52.0,Cotton,3000.0,,30.8124247,34.8594762,45.9852129,24.6859225
2021,2021.0,Import,Israel,India,52.0,Cotton,36869000.0,,30.8124247,34.8594762,22.3511148,78.6677428
2021,2021.0,Import,Israel,Singapore,52.0,Cotton,910000.0,,30.8124247,34.8594762,1.357107,103.8194992
2021,2021.0,Import,Israel,Viet Nam,52.0,Cotton,8000.0,,30.8124247,34.8594762,15.9266657,107.9650855
2021,2021.0,Import,Israel,South Africa,52.0,Cotton,2000.0,,30.8124247,34.8594762,-28.8166236,24.991639
2021,2021.0,Import,Israel,Spain,52.0,Cotton,66000.0,,30.8124247,34.8594762,39.3260685,-4.8379791
2021,2021.0,Import,Israel,Sweden,52.0,Cotton,6000.0,,30.8124247,34.8594762,59.6749712,14.5208584
2021,2021.0,Import,Israel,Switzerland,52.0,Cotton,46000.0,,30.8124247,34.8594762,46.7985624,8.2319736
2021,2021.0,Import,Israel,Thailand,52.0,Cotton,1000.0,,30.8124247,34.8594762,14.8971921,100.83273
2021,2021.0,Import,Israel,Turkey,52.0,Cotton,13250000.0,,30.8124247,34.8594762,38.9597594,34.9249653
2021,2021.0,Import,Israel,Ukraine,52.0,Cotton,7000.0,,30.8124247,34.8594762,49.4871968,31.2718321
2021,2021.0,Import,Israel,North Macedonia,52.0,Cotton,131000.0,,30.8124247,34.8594762,41.6171214,21.7168387
2021,2021.0,Import,Israel,Egypt,52.0,Cotton,894000.0,,30.8124247,34.8594762,26.2540493,29.2675469
2021,2021.0,Import,Israel,United Kingdom,52.0,Cotton,67000.0,,30.8124247,34.8594762,54.7023545,-3.2765753
2021,2021.0,Import,Israel,USA,52.0,Cotton,3084000.0,,30.8124247,34.8594762,39.7837304,-100.445882
2021,2021.0,Import,Israel,Uzbekistan,52.0,Cotton,72000.0,,30.8124247,34.8594762,41.32373,63.9528098
2021,2021.0,Import,Israel,"Areas, nes",52.0,Cotton,14000.0,,30.8124247,34.8594762,,
