yr,periodDesc,rgDesc,rtTitle,ptTitle,cmdCode,cmdDescE,TradeValue,rtLat,rtLon,ptLat,ptLon
2016,2016,Import,Comoros,World,90,"Optical, photographic, cinematographic, measuring, checking, medical or surgical instruments and apparatus; parts and accessories",439326,,,-36.8535712,174.7456809
2020,2020,Import,Comoros,Belgium,90,"Optical, photographic, cinematographic, measuring, checking, medical or surgical instruments and apparatus; parts and accessories",1488,,,50.6402809,4.6667145
2020,2020,Import,Comoros,China,90,"Optical, photographic, cinematographic, measuring, checking, medical or surgical instruments and apparatus; parts and accessories",335133,,,35.000074,104.999927
2020,2020,Import,Comoros,France,90,"Optical, photographic, cinematographic, measuring, checking, medical or surgical instruments and apparatus; parts and accessories",149139,,,46.603354,1.8883335
2020,2020,Import,Comoros,Gabon,90,"Optical, photographic, cinematographic, measuring, checking, medical or surgical instruments and apparatus; parts and accessories",453,,,-0.8999695,11.6899699
2020,2020,Import,Comoros,Germany,90,"Optical, photographic, cinematographic, measuring, checking, medical or surgical instruments and apparatus; parts and accessories",811,,,51.1638175,10.4478313
2020,2020,Import,Comoros,"China, Hong Kong SAR",90,"Optical, photographic, cinematographic, measuring, checking, medical or surgical instruments and apparatus; parts and accessories",3532,,,22.350627,114.1849161
2020,2020,Import,Comoros,Italy,90,"Optical, photographic, cinematographic, measuring, checking, medical or surgical instruments and apparatus; parts and accessories",53,,,42.6384261,12.674297
2020,2020,Import,Comoros,Kenya,90,"Optical, photographic, cinematographic, measuring, checking, medical or surgical instruments and apparatus; parts and accessories",316393,,,1.4419683,38.4313975
2020,2020,Import,Comoros,Madagascar,90,"Optical, photographic, cinematographic, measuring, checking, medical or surgical instruments and apparatus; parts and accessories",178,,,-18.9249604,46.4416422
2020,2020,Import,Comoros,Mauritius,90,"Optical, photographic, cinematographic, measuring, checking, medical or surgical instruments and apparatus; parts and accessories",80958,,,-20.2759451,57.5703566
2020,2020,Import,Comoros,Netherlands,90,"Optical, photographic, cinematographic, measuring, checking, medical or surgical instruments and apparatus; parts and accessories",15987,,,52.2434979,5.6343227
2020,2020,Import,Comoros,India,90,"Optical, photographic, cinematographic, measuring, checking, medical or surgical instruments and apparatus; parts and accessories",13148,,,22.3511148,78.6677428
2020,2020,Import,Comoros,Spain,90,"Optical, photographic, cinematographic, measuring, checking, medical or surgical instruments and apparatus; parts and accessories",2622,,,39.3260685,-4.8379791
2020,2020,Import,Comoros,United Arab Emirates,90,"Optical, photographic, cinematographic, measuring, checking, medical or surgical instruments and apparatus; parts and accessories",15974,,,24.0002488,53.9994829
2020,2020,Import,Comoros,Turkey,90,"Optical, photographic, cinematographic, measuring, checking, medical or surgical instruments and apparatus; parts and accessories",37,,,38.9597594,34.9249653
2020,2020,Import,Comoros,United Kingdom,90,"Optical, photographic, cinematographic, measuring, checking, medical or surgical instruments and apparatus; parts and accessories",284203,,,54.7023545,-3.2765753
2020,2020,Import,Comoros,United Rep. of Tanzania,90,"Optical, photographic, cinematographic, measuring, checking, medical or surgical instruments and apparatus; parts and accessories",20874,,,,
