yr,periodDesc,rgDesc,rtTitle,cmdCode,cmdDescE,Sub-region,Region,TradeValue
2007,2007,Import,State of Palestine,30,Pharmaceutical products,Australia and New Zealand,Oceania,27020
2007,2007,Import,State of Palestine,30,Pharmaceutical products,Eastern Asia,Asia,467560
2007,2007,Import,State of Palestine,30,Pharmaceutical products,Eastern Europe,Europe,18010
2007,2007,Import,State of Palestine,30,Pharmaceutical products,Latin America and the Caribbean,Americas,95890
2007,2007,Import,State of Palestine,30,Pharmaceutical products,Northern Africa,Africa,3590
2007,2007,Import,State of Palestine,30,Pharmaceutical products,Northern America,Americas,1606600
2007,2007,Import,State of Palestine,30,Pharmaceutical products,Northern Europe,Europe,4014960
2007,2007,Import,State of Palestine,30,Pharmaceutical products,South-eastern Asia,Asia,29000
2007,2007,Import,State of Palestine,30,Pharmaceutical products,Southern Europe,Europe,1194970
2007,2007,Import,State of Palestine,30,Pharmaceutical products,Sub-Saharan Africa,Africa,4470
2007,2007,Import,State of Palestine,30,Pharmaceutical products,Western Asia,Asia,16380
2007,2007,Import,State of Palestine,30,Pharmaceutical products,Western Europe,Europe,9556540
2007,2007,Import,State of Palestine,30,Pharmaceutical products,World,World,42190700
