yr,periodDesc,rgDesc,rtTitle,ptTitle,cmdCode,cmdDescE,TradeValue,rtLat,rtLon,ptLat,ptLon
2016,2016,Import,Saudi Arabia,World,68,"Stone, plaster, cement, asbestos, mica or similar materials; articles thereof",485710473,,,-36.8535712,174.7456809
2018,2018,Import,Saudi Arabia,Brazil,68,"Stone, plaster, cement, asbestos, mica or similar materials; articles thereof",626800,,,-10.3333333,-53.2
2018,2018,Import,Saudi Arabia,Bulgaria,68,"Stone, plaster, cement, asbestos, mica or similar materials; articles thereof",439703,,,42.6073975,25.4856617
2018,2018,Import,Saudi Arabia,Canada,68,"Stone, plaster, cement, asbestos, mica or similar materials; articles thereof",605835,,,61.0666922,-107.991707
2018,2018,Import,Saudi Arabia,China,68,"Stone, plaster, cement, asbestos, mica or similar materials; articles thereof",75237714,,,35.000074,104.999927
2018,2018,Import,Saudi Arabia,Croatia,68,"Stone, plaster, cement, asbestos, mica or similar materials; articles thereof",1118140,,,,
2018,2018,Import,Saudi Arabia,Czechia,68,"Stone, plaster, cement, asbestos, mica or similar materials; articles thereof",1475793,,,,
2018,2018,Import,Saudi Arabia,Denmark,68,"Stone, plaster, cement, asbestos, mica or similar materials; articles thereof",449804,,,55.670249,10.3333283
2018,2018,Import,Saudi Arabia,Finland,68,"Stone, plaster, cement, asbestos, mica or similar materials; articles thereof",778949,,,63.2467777,25.9209164
2018,2018,Import,Saudi Arabia,France,68,"Stone, plaster, cement, asbestos, mica or similar materials; articles thereof",2854601,,,46.603354,1.8883335
2018,2018,Import,Saudi Arabia,State of Palestine,68,"Stone, plaster, cement, asbestos, mica or similar materials; articles thereof",4910051,,,31.46242095,34.262716572130714
2018,2018,Import,Saudi Arabia,Germany,68,"Stone, plaster, cement, asbestos, mica or similar materials; articles thereof",17042146,,,51.1638175,10.4478313
2018,2018,Import,Saudi Arabia,Gibraltar,68,"Stone, plaster, cement, asbestos, mica or similar materials; articles thereof",34612,,,36.1285933,-5.3474761
2018,2018,Import,Saudi Arabia,Greece,68,"Stone, plaster, cement, asbestos, mica or similar materials; articles thereof",7933783,,,38.9953683,21.9877132
2018,2018,Import,Saudi Arabia,"China, Hong Kong SAR",68,"Stone, plaster, cement, asbestos, mica or similar materials; articles thereof",7791,,,22.350627,114.1849161
2018,2018,Import,Saudi Arabia,Hungary,68,"Stone, plaster, cement, asbestos, mica or similar materials; articles thereof",491868,,,47.1817585,19.5060937
2018,2018,Import,Saudi Arabia,Indonesia,68,"Stone, plaster, cement, asbestos, mica or similar materials; articles thereof",228452,,,-2.4833826,117.8902853
2018,2018,Import,Saudi Arabia,Ireland,68,"Stone, plaster, cement, asbestos, mica or similar materials; articles thereof",31820,,,52.865196,-7.9794599
2018,2018,Import,Saudi Arabia,Italy,68,"Stone, plaster, cement, asbestos, mica or similar materials; articles thereof",47611484,,,42.6384261,12.674297
2018,2018,Import,Saudi Arabia,Japan,68,"Stone, plaster, cement, asbestos, mica or similar materials; articles thereof",3700555,,,36.5748441,139.2394179
2018,2018,Import,Saudi Arabia,Jordan,68,"Stone, plaster, cement, asbestos, mica or similar materials; articles thereof",35118997,,,31.1667049,36.941628
2018,2018,Import,Saudi Arabia,Rep. of Korea,68,"Stone, plaster, cement, asbestos, mica or similar materials; articles thereof",5690651,,,,
2018,2018,Import,Saudi Arabia,Kuwait,68,"Stone, plaster, cement, asbestos, mica or similar materials; articles thereof",150076,,,29.2733964,47.4979476
2018,2018,Import,Saudi Arabia,Lebanon,68,"Stone, plaster, cement, asbestos, mica or similar materials; articles thereof",2803745,,,33.8750629,35.843409
2018,2018,Import,Saudi Arabia,Luxembourg,68,"Stone, plaster, cement, asbestos, mica or similar materials; articles thereof",142322,,,,
2018,2018,Import,Saudi Arabia,Malaysia,68,"Stone, plaster, cement, asbestos, mica or similar materials; articles thereof",726602,,,4.5693754,102.2656823
2018,2018,Import,Saudi Arabia,Mexico,68,"Stone, plaster, cement, asbestos, mica or similar materials; articles thereof",1084723,,,23.6585116,-102.0077097
2018,2018,Import,Saudi Arabia,"Other Asia, nes",68,"Stone, plaster, cement, asbestos, mica or similar materials; articles thereof",495573,,,,
2018,2018,Import,Saudi Arabia,Morocco,68,"Stone, plaster, cement, asbestos, mica or similar materials; articles thereof",3122309,,,31.1728205,-7.3362482
2018,2018,Import,Saudi Arabia,Oman,68,"Stone, plaster, cement, asbestos, mica or similar materials; articles thereof",33494565,,,21.0000287,57.0036901
2018,2018,Import,Saudi Arabia,Netherlands,68,"Stone, plaster, cement, asbestos, mica or similar materials; articles thereof",3387705,,,52.2434979,5.6343227
2018,2018,Import,Saudi Arabia,New Zealand,68,"Stone, plaster, cement, asbestos, mica or similar materials; articles thereof",8763,,,-41.5000831,172.8344077
2018,2018,Import,Saudi Arabia,"Other Europe, nes",68,"Stone, plaster, cement, asbestos, mica or similar materials; articles thereof",635280,,,,
2018,2018,Import,Saudi Arabia,Pakistan,68,"Stone, plaster, cement, asbestos, mica or similar materials; articles thereof",2449195,,,30.3308401,71.247499
2018,2018,Import,Saudi Arabia,Philippines,68,"Stone, plaster, cement, asbestos, mica or similar materials; articles thereof",85146,,,12.7503486,122.7312101
2018,2018,Import,Saudi Arabia,Poland,68,"Stone, plaster, cement, asbestos, mica or similar materials; articles thereof",2556078,,,52.215933,19.134422
2018,2018,Import,Saudi Arabia,Portugal,68,"Stone, plaster, cement, asbestos, mica or similar materials; articles thereof",13395719,,,39.6621648,-8.1353519
2018,2018,Import,Saudi Arabia,Romania,68,"Stone, plaster, cement, asbestos, mica or similar materials; articles thereof",553595,,,45.9852129,24.6859225
2018,2018,Import,Saudi Arabia,Russian Federation,68,"Stone, plaster, cement, asbestos, mica or similar materials; articles thereof",271165,,,64.6863136,97.7453061
2018,2018,Import,Saudi Arabia,Serbia,68,"Stone, plaster, cement, asbestos, mica or similar materials; articles thereof",91291,,,44.1534121,20.55144
2018,2018,Import,Saudi Arabia,India,68,"Stone, plaster, cement, asbestos, mica or similar materials; articles thereof",35719889,,,22.3511148,78.6677428
2018,2018,Import,Saudi Arabia,Singapore,68,"Stone, plaster, cement, asbestos, mica or similar materials; articles thereof",251628,,,1.357107,103.8194992
2018,2018,Import,Saudi Arabia,Slovakia,68,"Stone, plaster, cement, asbestos, mica or similar materials; articles thereof",84629,,,48.7411522,19.4528646
2018,2018,Import,Saudi Arabia,Viet Nam,68,"Stone, plaster, cement, asbestos, mica or similar materials; articles thereof",3134336,,,15.9266657,107.9650855
2018,2018,Import,Saudi Arabia,Slovenia,68,"Stone, plaster, cement, asbestos, mica or similar materials; articles thereof",2424286,,,45.8133113,14.4808369
2018,2018,Import,Saudi Arabia,South Africa,68,"Stone, plaster, cement, asbestos, mica or similar materials; articles thereof",54753,,,-28.8166236,24.991639
2018,2018,Import,Saudi Arabia,Spain,68,"Stone, plaster, cement, asbestos, mica or similar materials; articles thereof",35138100,,,39.3260685,-4.8379791
2018,2018,Import,Saudi Arabia,Sweden,68,"Stone, plaster, cement, asbestos, mica or similar materials; articles thereof",307422,,,59.6749712,14.5208584
2018,2018,Import,Saudi Arabia,Switzerland,68,"Stone, plaster, cement, asbestos, mica or similar materials; articles thereof",302330,,,46.7985624,8.2319736
2018,2018,Import,Saudi Arabia,Syria,68,"Stone, plaster, cement, asbestos, mica or similar materials; articles thereof",3602751,,,34.6401861,39.0494106
2018,2018,Import,Saudi Arabia,Thailand,68,"Stone, plaster, cement, asbestos, mica or similar materials; articles thereof",3196712,,,14.8971921,100.83273
2018,2018,Import,Saudi Arabia,United Arab Emirates,68,"Stone, plaster, cement, asbestos, mica or similar materials; articles thereof",40408083,,,24.0002488,53.9994829
2018,2018,Import,Saudi Arabia,Tunisia,68,"Stone, plaster, cement, asbestos, mica or similar materials; articles thereof",438236,,,33.8439408,9.400138
2018,2018,Import,Saudi Arabia,Turkey,68,"Stone, plaster, cement, asbestos, mica or similar materials; articles thereof",83595352,,,38.9597594,34.9249653
2018,2018,Import,Saudi Arabia,Ukraine,68,"Stone, plaster, cement, asbestos, mica or similar materials; articles thereof",8248,,,49.4871968,31.2718321
2018,2018,Import,Saudi Arabia,North Macedonia,68,"Stone, plaster, cement, asbestos, mica or similar materials; articles thereof",13217,,,,
2018,2018,Import,Saudi Arabia,Egypt,68,"Stone, plaster, cement, asbestos, mica or similar materials; articles thereof",17716064,,,26.2540493,29.2675469
2018,2018,Import,Saudi Arabia,United Kingdom,68,"Stone, plaster, cement, asbestos, mica or similar materials; articles thereof",4367052,,,54.7023545,-3.2765753
2018,2018,Import,Saudi Arabia,USA,68,"Stone, plaster, cement, asbestos, mica or similar materials; articles thereof",12724259,,,,
2018,2018,Import,Saudi Arabia,Yemen,68,"Stone, plaster, cement, asbestos, mica or similar materials; articles thereof",304887,,,16.3471243,47.8915271
2019,2019,Import,Saudi Arabia,World,68,"Stone, plaster, cement, asbestos, mica or similar materials; articles thereof",488766772,,,-36.8535712,174.7456809
2019,2019,Import,Saudi Arabia,Australia,68,"Stone, plaster, cement, asbestos, mica or similar materials; articles thereof",675541,,,-24.7761086,134.755
2019,2019,Import,Saudi Arabia,Austria,68,"Stone, plaster, cement, asbestos, mica or similar materials; articles thereof",858325,,,47.59397,14.12456
2019,2019,Import,Saudi Arabia,Bahrain,68,"Stone, plaster, cement, asbestos, mica or similar materials; articles thereof",372823,,,26.1551249,50.5344606
2019,2019,Import,Saudi Arabia,Bangladesh,68,"Stone, plaster, cement, asbestos, mica or similar materials; articles thereof",28580,,,24.4769288,90.2934413
2019,2019,Import,Saudi Arabia,Belgium,68,"Stone, plaster, cement, asbestos, mica or similar materials; articles thereof",379193,,,50.6402809,4.6667145
2019,2019,Import,Saudi Arabia,Brazil,68,"Stone, plaster, cement, asbestos, mica or similar materials; articles thereof",1222839,,,-10.3333333,-53.2
2019,2019,Import,Saudi Arabia,Bulgaria,68,"Stone, plaster, cement, asbestos, mica or similar materials; articles thereof",259104,,,42.6073975,25.4856617
2019,2019,Import,Saudi Arabia,Myanmar,68,"Stone, plaster, cement, asbestos, mica or similar materials; articles thereof",21368,,,,
2019,2019,Import,Saudi Arabia,Canada,68,"Stone, plaster, cement, asbestos, mica or similar materials; articles thereof",386682,,,61.0666922,-107.991707
2019,2019,Import,Saudi Arabia,Chile,68,"Stone, plaster, cement, asbestos, mica or similar materials; articles thereof",5679,,,-31.7613365,-71.3187697
2019,2019,Import,Saudi Arabia,China,68,"Stone, plaster, cement, asbestos, mica or similar materials; articles thereof",72462612,,,35.000074,104.999927
2019,2019,Import,Saudi Arabia,Croatia,68,"Stone, plaster, cement, asbestos, mica or similar materials; articles thereof",214311,,,,
2019,2019,Import,Saudi Arabia,Czechia,68,"Stone, plaster, cement, asbestos, mica or similar materials; articles thereof",909614,,,,
2019,2019,Import,Saudi Arabia,Denmark,68,"Stone, plaster, cement, asbestos, mica or similar materials; articles thereof",189672,,,55.670249,10.3333283
2019,2019,Import,Saudi Arabia,Estonia,68,"Stone, plaster, cement, asbestos, mica or similar materials; articles thereof",75495,,,58.7523778,25.3319078
2019,2019,Import,Saudi Arabia,Finland,68,"Stone, plaster, cement, asbestos, mica or similar materials; articles thereof",704371,,,63.2467777,25.9209164
2019,2019,Import,Saudi Arabia,France,68,"Stone, plaster, cement, asbestos, mica or similar materials; articles thereof",3152790,,,46.603354,1.8883335
2019,2019,Import,Saudi Arabia,Georgia,68,"Stone, plaster, cement, asbestos, mica or similar materials; articles thereof",3341,,,32.3293809,-83.1137366
2019,2019,Import,Saudi Arabia,State of Palestine,68,"Stone, plaster, cement, asbestos, mica or similar materials; articles thereof",2269996,,,31.46242095,34.262716572130714
2019,2019,Import,Saudi Arabia,Germany,68,"Stone, plaster, cement, asbestos, mica or similar materials; articles thereof",13586184,,,51.1638175,10.4478313
2019,2019,Import,Saudi Arabia,Greece,68,"Stone, plaster, cement, asbestos, mica or similar materials; articles thereof",7606487,,,38.9953683,21.9877132
2019,2019,Import,Saudi Arabia,Honduras,68,"Stone, plaster, cement, asbestos, mica or similar materials; articles thereof",3599,,,15.2572432,-86.0755145
2019,2019,Import,Saudi Arabia,"China, Hong Kong SAR",68,"Stone, plaster, cement, asbestos, mica or similar materials; articles thereof",8796,,,22.350627,114.1849161
2019,2019,Import,Saudi Arabia,Hungary,68,"Stone, plaster, cement, asbestos, mica or similar materials; articles thereof",415136,,,47.1817585,19.5060937
2019,2019,Import,Saudi Arabia,Indonesia,68,"Stone, plaster, cement, asbestos, mica or similar materials; articles thereof",276737,,,-2.4833826,117.8902853
2019,2019,Import,Saudi Arabia,Ireland,68,"Stone, plaster, cement, asbestos, mica or similar materials; articles thereof",3556,,,52.865196,-7.9794599
2019,2019,Import,Saudi Arabia,Italy,68,"Stone, plaster, cement, asbestos, mica or similar materials; articles thereof",33465425,,,42.6384261,12.674297
2019,2019,Import,Saudi Arabia,Japan,68,"Stone, plaster, cement, asbestos, mica or similar materials; articles thereof",4389850,,,36.5748441,139.2394179
2019,2019,Import,Saudi Arabia,Jordan,68,"Stone, plaster, cement, asbestos, mica or similar materials; articles thereof",41275430,,,31.1667049,36.941628
2019,2019,Import,Saudi Arabia,Dem. People's Rep. of Korea,68,"Stone, plaster, cement, asbestos, mica or similar materials; articles thereof",29788,,,,
2019,2019,Import,Saudi Arabia,Rep. of Korea,68,"Stone, plaster, cement, asbestos, mica or similar materials; articles thereof",5902879,,,,
2019,2019,Import,Saudi Arabia,Kuwait,68,"Stone, plaster, cement, asbestos, mica or similar materials; articles thereof",71372,,,29.2733964,47.4979476
2019,2019,Import,Saudi Arabia,Lebanon,68,"Stone, plaster, cement, asbestos, mica or similar materials; articles thereof",4057389,,,33.8750629,35.843409
2019,2019,Import,Saudi Arabia,Lithuania,68,"Stone, plaster, cement, asbestos, mica or similar materials; articles thereof",20426,,,55.3500003,23.7499997
2019,2019,Import,Saudi Arabia,Luxembourg,68,"Stone, plaster, cement, asbestos, mica or similar materials; articles thereof",193356,,,,
2019,2019,Import,Saudi Arabia,Malaysia,68,"Stone, plaster, cement, asbestos, mica or similar materials; articles thereof",1199035,,,4.5693754,102.2656823
2019,2019,Import,Saudi Arabia,Mexico,68,"Stone, plaster, cement, asbestos, mica or similar materials; articles thereof",818315,,,23.6585116,-102.0077097
2019,2019,Import,Saudi Arabia,"Other Asia, nes",68,"Stone, plaster, cement, asbestos, mica or similar materials; articles thereof",347584,,,,
2019,2019,Import,Saudi Arabia,Morocco,68,"Stone, plaster, cement, asbestos, mica or similar materials; articles thereof",61919,,,31.1728205,-7.3362482
2019,2019,Import,Saudi Arabia,Oman,68,"Stone, plaster, cement, asbestos, mica or similar materials; articles thereof",30350595,,,21.0000287,57.0036901
2019,2019,Import,Saudi Arabia,Netherlands,68,"Stone, plaster, cement, asbestos, mica or similar materials; articles thereof",726594,,,52.2434979,5.6343227
2019,2019,Import,Saudi Arabia,New Zealand,68,"Stone, plaster, cement, asbestos, mica or similar materials; articles thereof",136863,,,-41.5000831,172.8344077
2019,2019,Import,Saudi Arabia,Norway,68,"Stone, plaster, cement, asbestos, mica or similar materials; articles thereof",70880,,,60.5000209,9.0999715
2019,2019,Import,Saudi Arabia,Pakistan,68,"Stone, plaster, cement, asbestos, mica or similar materials; articles thereof",1554487,,,30.3308401,71.247499
2019,2019,Import,Saudi Arabia,Philippines,68,"Stone, plaster, cement, asbestos, mica or similar materials; articles thereof",224097,,,12.7503486,122.7312101
2019,2019,Import,Saudi Arabia,Poland,68,"Stone, plaster, cement, asbestos, mica or similar materials; articles thereof",9375064,,,52.215933,19.134422
2019,2019,Import,Saudi Arabia,Portugal,68,"Stone, plaster, cement, asbestos, mica or similar materials; articles thereof",11314504,,,39.6621648,-8.1353519
2019,2019,Import,Saudi Arabia,Romania,68,"Stone, plaster, cement, asbestos, mica or similar materials; articles thereof",245384,,,45.9852129,24.6859225
2019,2019,Import,Saudi Arabia,Russian Federation,68,"Stone, plaster, cement, asbestos, mica or similar materials; articles thereof",439770,,,64.6863136,97.7453061
2019,2019,Import,Saudi Arabia,Serbia,68,"Stone, plaster, cement, asbestos, mica or similar materials; articles thereof",174994,,,44.1534121,20.55144
2019,2019,Import,Saudi Arabia,India,68,"Stone, plaster, cement, asbestos, mica or similar materials; articles thereof",37281778,,,22.3511148,78.6677428
2019,2019,Import,Saudi Arabia,Singapore,68,"Stone, plaster, cement, asbestos, mica or similar materials; articles thereof",98115,,,1.357107,103.8194992
2019,2019,Import,Saudi Arabia,Slovakia,68,"Stone, plaster, cement, asbestos, mica or similar materials; articles thereof",114893,,,48.7411522,19.4528646
2019,2019,Import,Saudi Arabia,Viet Nam,68,"Stone, plaster, cement, asbestos, mica or similar materials; articles thereof",2871718,,,15.9266657,107.9650855
2019,2019,Import,Saudi Arabia,Slovenia,68,"Stone, plaster, cement, asbestos, mica or similar materials; articles thereof",2975763,,,45.8133113,14.4808369
2019,2019,Import,Saudi Arabia,South Africa,68,"Stone, plaster, cement, asbestos, mica or similar materials; articles thereof",125125,,,-28.8166236,24.991639
2019,2019,Import,Saudi Arabia,Spain,68,"Stone, plaster, cement, asbestos, mica or similar materials; articles thereof",23987419,,,39.3260685,-4.8379791
2019,2019,Import,Saudi Arabia,Sweden,68,"Stone, plaster, cement, asbestos, mica or similar materials; articles thereof",132067,,,59.6749712,14.5208584
2019,2019,Import,Saudi Arabia,Switzerland,68,"Stone, plaster, cement, asbestos, mica or similar materials; articles thereof",336743,,,46.7985624,8.2319736
2019,2019,Import,Saudi Arabia,Syria,68,"Stone, plaster, cement, asbestos, mica or similar materials; articles thereof",7224298,,,34.6401861,39.0494106
2019,2019,Import,Saudi Arabia,Thailand,68,"Stone, plaster, cement, asbestos, mica or similar materials; articles thereof",2584982,,,14.8971921,100.83273
2019,2019,Import,Saudi Arabia,United Arab Emirates,68,"Stone, plaster, cement, asbestos, mica or similar materials; articles thereof",29637115,,,24.0002488,53.9994829
2019,2019,Import,Saudi Arabia,Tunisia,68,"Stone, plaster, cement, asbestos, mica or similar materials; articles thereof",193683,,,33.8439408,9.400138
2019,2019,Import,Saudi Arabia,Turkey,68,"Stone, plaster, cement, asbestos, mica or similar materials; articles thereof",91708509,,,38.9597594,34.9249653
