yr,periodDesc,rgDesc,rtTitle,ptTitle,cmdCode,cmdDescE,TradeValue,Unnamed: 0,rtLat,rtLon,ptLat,ptLon
2013,2013.0,Export,Jordan,World,68.0,"Stone, plaster, cement, asbestos, mica or similar materials; articles thereof",31689609.0,,31.1667049,36.941628,-36.8535712,174.7456809
2013,2013.0,Export,Jordan,Australia,68.0,"Stone, plaster, cement, asbestos, mica or similar materials; articles thereof",197547.0,,31.1667049,36.941628,-24.7761086,134.755
2013,2013.0,Export,Jordan,Bahrain,68.0,"Stone, plaster, cement, asbestos, mica or similar materials; articles thereof",48659.0,,31.1667049,36.941628,26.1551249,50.5344606
2013,2013.0,Export,Jordan,Canada,68.0,"Stone, plaster, cement, asbestos, mica or similar materials; articles thereof",92868.0,,31.1667049,36.941628,61.0666922,-107.991707
2013,2013.0,Export,Jordan,China,68.0,"Stone, plaster, cement, asbestos, mica or similar materials; articles thereof",48434.0,,31.1667049,36.941628,35.000074,104.999927
2013,2013.0,Export,Jordan,Dominican Rep.,68.0,"Stone, plaster, cement, asbestos, mica or similar materials; articles thereof",9223.0,,31.1667049,36.941628,,
2013,2013.0,Export,Jordan,State of Palestine,68.0,"Stone, plaster, cement, asbestos, mica or similar materials; articles thereof",210152.0,,31.1667049,36.941628,31.46242095,34.262716572130714
2013,2013.0,Export,Jordan,Ghana,68.0,"Stone, plaster, cement, asbestos, mica or similar materials; articles thereof",4744.0,,31.1667049,36.941628,8.0300284,-1.0800271
2013,2013.0,Export,Jordan,Guinea,68.0,"Stone, plaster, cement, asbestos, mica or similar materials; articles thereof",5493.0,,31.1667049,36.941628,10.7226226,-10.7083587
2013,2013.0,Export,Jordan,Iraq,68.0,"Stone, plaster, cement, asbestos, mica or similar materials; articles thereof",6858514.0,,31.1667049,36.941628,33.0955793,44.1749775
2013,2013.0,Export,Jordan,Israel,68.0,"Stone, plaster, cement, asbestos, mica or similar materials; articles thereof",664296.0,,31.1667049,36.941628,30.8124247,34.8594762
2013,2013.0,Export,Jordan,Italy,68.0,"Stone, plaster, cement, asbestos, mica or similar materials; articles thereof",26835.0,,31.1667049,36.941628,42.6384261,12.674297
2013,2013.0,Export,Jordan,Rep. of Korea,68.0,"Stone, plaster, cement, asbestos, mica or similar materials; articles thereof",292623.0,,31.1667049,36.941628,,
2013,2013.0,Export,Jordan,Kuwait,68.0,"Stone, plaster, cement, asbestos, mica or similar materials; articles thereof",1681505.0,,31.1667049,36.941628,29.2733964,47.4979476
2013,2013.0,Export,Jordan,Lebanon,68.0,"Stone, plaster, cement, asbestos, mica or similar materials; articles thereof",300520.0,,31.1667049,36.941628,33.8750629,35.843409
2013,2013.0,Export,Jordan,Libya,68.0,"Stone, plaster, cement, asbestos, mica or similar materials; articles thereof",59446.0,,31.1667049,36.941628,26.8234472,18.1236723
2013,2013.0,Export,Jordan,Maldives,68.0,"Stone, plaster, cement, asbestos, mica or similar materials; articles thereof",910.0,,31.1667049,36.941628,3.7203503,73.2244152
2013,2013.0,Export,Jordan,Oman,68.0,"Stone, plaster, cement, asbestos, mica or similar materials; articles thereof",81770.0,,31.1667049,36.941628,21.0000287,57.0036901
2013,2013.0,Export,Jordan,Qatar,68.0,"Stone, plaster, cement, asbestos, mica or similar materials; articles thereof",6813345.0,,31.1667049,36.941628,25.3336984,51.2295295
2013,2013.0,Export,Jordan,Saudi Arabia,68.0,"Stone, plaster, cement, asbestos, mica or similar materials; articles thereof",10897166.0,,31.1667049,36.941628,25.6242618,42.3528328
2013,2013.0,Export,Jordan,Singapore,68.0,"Stone, plaster, cement, asbestos, mica or similar materials; articles thereof",51575.0,,31.1667049,36.941628,1.357107,103.8194992
2013,2013.0,Export,Jordan,Syria,68.0,"Stone, plaster, cement, asbestos, mica or similar materials; articles thereof",41939.0,,31.1667049,36.941628,34.6401861,39.0494106
2013,2013.0,Export,Jordan,United Arab Emirates,68.0,"Stone, plaster, cement, asbestos, mica or similar materials; articles thereof",2349482.0,,31.1667049,36.941628,24.0002488,53.9994829
2013,2013.0,Export,Jordan,Egypt,68.0,"Stone, plaster, cement, asbestos, mica or similar materials; articles thereof",41379.0,,31.1667049,36.941628,26.2540493,29.2675469
2013,2013.0,Export,Jordan,United Kingdom,68.0,"Stone, plaster, cement, asbestos, mica or similar materials; articles thereof",28885.0,,31.1667049,36.941628,54.7023545,-3.2765753
2013,2013.0,Export,Jordan,Free Zones,68.0,"Stone, plaster, cement, asbestos, mica or similar materials; articles thereof",322620.0,,31.1667049,36.941628,5.57675525,-0.1653113957934536
2013,2013.0,Export,Jordan,USA,68.0,"Stone, plaster, cement, asbestos, mica or similar materials; articles thereof",558024.0,,31.1667049,36.941628,39.7837304,-100.445882
2013,2013.0,Export,Jordan,Yemen,68.0,"Stone, plaster, cement, asbestos, mica or similar materials; articles thereof",1658.0,,31.1667049,36.941628,16.3471243,47.8915271
