yr,periodDesc,rgDesc,rtTitle,ptTitle,cmdCode,cmdDescE,TradeValue,rtLat,rtLon,ptLat,ptLon
2016,2016,Import,Saudi Arabia,World,46,"Manufactures of straw, esparto or other plaiting materials; basketware and wickerwork",29042436,,,-36.8535712,174.7456809
2016,2016,Import,Saudi Arabia,USA,46,"Manufactures of straw, esparto or other plaiting materials; basketware and wickerwork",31466,,,,
2018,2018,Import,Saudi Arabia,World,46,"Manufactures of straw, esparto or other plaiting materials; basketware and wickerwork",46651725,,,-36.8535712,174.7456809
2018,2018,Import,Saudi Arabia,Australia,46,"Manufactures of straw, esparto or other plaiting materials; basketware and wickerwork",17732,,,-24.7761086,134.755
2018,2018,Import,Saudi Arabia,Bahrain,46,"Manufactures of straw, esparto or other plaiting materials; basketware and wickerwork",5009,,,26.1551249,50.5344606
2018,2018,Import,Saudi Arabia,Bangladesh,46,"Manufactures of straw, esparto or other plaiting materials; basketware and wickerwork",41753,,,24.4769288,90.2934413
2018,2018,Import,Saudi Arabia,Belgium,46,"Manufactures of straw, esparto or other plaiting materials; basketware and wickerwork",3826,,,50.6402809,4.6667145
2018,2018,Import,Saudi Arabia,Myanmar,46,"Manufactures of straw, esparto or other plaiting materials; basketware and wickerwork",2885,,,,
2018,2018,Import,Saudi Arabia,Sri Lanka,46,"Manufactures of straw, esparto or other plaiting materials; basketware and wickerwork",80240,,,7.5554942,80.7137847
2018,2018,Import,Saudi Arabia,China,46,"Manufactures of straw, esparto or other plaiting materials; basketware and wickerwork",40592387,,,35.000074,104.999927
2018,2018,Import,Saudi Arabia,France,46,"Manufactures of straw, esparto or other plaiting materials; basketware and wickerwork",48762,,,46.603354,1.8883335
2018,2018,Import,Saudi Arabia,Germany,46,"Manufactures of straw, esparto or other plaiting materials; basketware and wickerwork",13583,,,51.1638175,10.4478313
2018,2018,Import,Saudi Arabia,Hungary,46,"Manufactures of straw, esparto or other plaiting materials; basketware and wickerwork",14638,,,47.1817585,19.5060937
2018,2018,Import,Saudi Arabia,Indonesia,46,"Manufactures of straw, esparto or other plaiting materials; basketware and wickerwork",178138,,,-2.4833826,117.8902853
2018,2018,Import,Saudi Arabia,Italy,46,"Manufactures of straw, esparto or other plaiting materials; basketware and wickerwork",419535,,,42.6384261,12.674297
2018,2018,Import,Saudi Arabia,Japan,46,"Manufactures of straw, esparto or other plaiting materials; basketware and wickerwork",76484,,,36.5748441,139.2394179
2018,2018,Import,Saudi Arabia,Kenya,46,"Manufactures of straw, esparto or other plaiting materials; basketware and wickerwork",488307,,,1.4419683,38.4313975
2018,2018,Import,Saudi Arabia,Rep. of Korea,46,"Manufactures of straw, esparto or other plaiting materials; basketware and wickerwork",37027,,,,
2018,2018,Import,Saudi Arabia,Kuwait,46,"Manufactures of straw, esparto or other plaiting materials; basketware and wickerwork",50028,,,29.2733964,47.4979476
2018,2018,Import,Saudi Arabia,Lebanon,46,"Manufactures of straw, esparto or other plaiting materials; basketware and wickerwork",148314,,,33.8750629,35.843409
2018,2018,Import,Saudi Arabia,Lithuania,46,"Manufactures of straw, esparto or other plaiting materials; basketware and wickerwork",3710,,,55.3500003,23.7499997
2018,2018,Import,Saudi Arabia,Madagascar,46,"Manufactures of straw, esparto or other plaiting materials; basketware and wickerwork",34762,,,-18.9249604,46.4416422
2018,2018,Import,Saudi Arabia,Malaysia,46,"Manufactures of straw, esparto or other plaiting materials; basketware and wickerwork",436708,,,4.5693754,102.2656823
2018,2018,Import,Saudi Arabia,Maldives,46,"Manufactures of straw, esparto or other plaiting materials; basketware and wickerwork",3915,,,3.7203503,73.2244152
2018,2018,Import,Saudi Arabia,"Other Asia, nes",46,"Manufactures of straw, esparto or other plaiting materials; basketware and wickerwork",599298,,,,
2018,2018,Import,Saudi Arabia,Morocco,46,"Manufactures of straw, esparto or other plaiting materials; basketware and wickerwork",93914,,,31.1728205,-7.3362482
2018,2018,Import,Saudi Arabia,Netherlands,46,"Manufactures of straw, esparto or other plaiting materials; basketware and wickerwork",11000,,,52.2434979,5.6343227
2018,2018,Import,Saudi Arabia,Pakistan,46,"Manufactures of straw, esparto or other plaiting materials; basketware and wickerwork",319708,,,30.3308401,71.247499
2018,2018,Import,Saudi Arabia,Philippines,46,"Manufactures of straw, esparto or other plaiting materials; basketware and wickerwork",70832,,,12.7503486,122.7312101
2018,2018,Import,Saudi Arabia,Poland,46,"Manufactures of straw, esparto or other plaiting materials; basketware and wickerwork",3132,,,52.215933,19.134422
2018,2018,Import,Saudi Arabia,Senegal,46,"Manufactures of straw, esparto or other plaiting materials; basketware and wickerwork",3391,,,14.4750607,-14.4529612
2018,2018,Import,Saudi Arabia,India,46,"Manufactures of straw, esparto or other plaiting materials; basketware and wickerwork",354220,,,22.3511148,78.6677428
2018,2018,Import,Saudi Arabia,Singapore,46,"Manufactures of straw, esparto or other plaiting materials; basketware and wickerwork",18241,,,1.357107,103.8194992
2018,2018,Import,Saudi Arabia,Viet Nam,46,"Manufactures of straw, esparto or other plaiting materials; basketware and wickerwork",771680,,,15.9266657,107.9650855
2018,2018,Import,Saudi Arabia,South Africa,46,"Manufactures of straw, esparto or other plaiting materials; basketware and wickerwork",110926,,,-28.8166236,24.991639
2018,2018,Import,Saudi Arabia,Spain,46,"Manufactures of straw, esparto or other plaiting materials; basketware and wickerwork",37191,,,39.3260685,-4.8379791
2018,2018,Import,Saudi Arabia,Sweden,46,"Manufactures of straw, esparto or other plaiting materials; basketware and wickerwork",8748,,,59.6749712,14.5208584
2018,2018,Import,Saudi Arabia,Syria,46,"Manufactures of straw, esparto or other plaiting materials; basketware and wickerwork",21257,,,34.6401861,39.0494106
2018,2018,Import,Saudi Arabia,Thailand,46,"Manufactures of straw, esparto or other plaiting materials; basketware and wickerwork",174199,,,14.8971921,100.83273
2018,2018,Import,Saudi Arabia,United Arab Emirates,46,"Manufactures of straw, esparto or other plaiting materials; basketware and wickerwork",243826,,,24.0002488,53.9994829
2018,2018,Import,Saudi Arabia,Turkey,46,"Manufactures of straw, esparto or other plaiting materials; basketware and wickerwork",518198,,,38.9597594,34.9249653
2018,2018,Import,Saudi Arabia,Egypt,46,"Manufactures of straw, esparto or other plaiting materials; basketware and wickerwork",259192,,,26.2540493,29.2675469
2018,2018,Import,Saudi Arabia,United Kingdom,46,"Manufactures of straw, esparto or other plaiting materials; basketware and wickerwork",173657,,,54.7023545,-3.2765753
2018,2018,Import,Saudi Arabia,USA,46,"Manufactures of straw, esparto or other plaiting materials; basketware and wickerwork",73053,,,,
2018,2018,Import,Saudi Arabia,Yemen,46,"Manufactures of straw, esparto or other plaiting materials; basketware and wickerwork",88299,,,16.3471243,47.8915271
2019,2019,Import,Saudi Arabia,World,46,"Manufactures of straw, esparto or other plaiting materials; basketware and wickerwork",58919300,,,-36.8535712,174.7456809
2019,2019,Import,Saudi Arabia,Australia,46,"Manufactures of straw, esparto or other plaiting materials; basketware and wickerwork",11193,,,-24.7761086,134.755
2019,2019,Import,Saudi Arabia,Bangladesh,46,"Manufactures of straw, esparto or other plaiting materials; basketware and wickerwork",106984,,,24.4769288,90.2934413
2019,2019,Import,Saudi Arabia,Belgium,46,"Manufactures of straw, esparto or other plaiting materials; basketware and wickerwork",33621,,,50.6402809,4.6667145
2019,2019,Import,Saudi Arabia,Cambodia,46,"Manufactures of straw, esparto or other plaiting materials; basketware and wickerwork",8914,,,12.5433216,104.8144914
2019,2019,Import,Saudi Arabia,Canada,46,"Manufactures of straw, esparto or other plaiting materials; basketware and wickerwork",21099,,,61.0666922,-107.991707
2019,2019,Import,Saudi Arabia,China,46,"Manufactures of straw, esparto or other plaiting materials; basketware and wickerwork",49739051,,,35.000074,104.999927
2019,2019,Import,Saudi Arabia,Colombia,46,"Manufactures of straw, esparto or other plaiting materials; basketware and wickerwork",11965,,,4.099917,-72.9088133
2019,2019,Import,Saudi Arabia,France,46,"Manufactures of straw, esparto or other plaiting materials; basketware and wickerwork",57572,,,46.603354,1.8883335
2019,2019,Import,Saudi Arabia,Germany,46,"Manufactures of straw, esparto or other plaiting materials; basketware and wickerwork",46459,,,51.1638175,10.4478313
2019,2019,Import,Saudi Arabia,"China, Hong Kong SAR",46,"Manufactures of straw, esparto or other plaiting materials; basketware and wickerwork",4670,,,22.350627,114.1849161
2019,2019,Import,Saudi Arabia,Hungary,46,"Manufactures of straw, esparto or other plaiting materials; basketware and wickerwork",10804,,,47.1817585,19.5060937
2019,2019,Import,Saudi Arabia,Indonesia,46,"Manufactures of straw, esparto or other plaiting materials; basketware and wickerwork",1033038,,,-2.4833826,117.8902853
2019,2019,Import,Saudi Arabia,Ireland,46,"Manufactures of straw, esparto or other plaiting materials; basketware and wickerwork",132506,,,52.865196,-7.9794599
2019,2019,Import,Saudi Arabia,Italy,46,"Manufactures of straw, esparto or other plaiting materials; basketware and wickerwork",1073104,,,42.6384261,12.674297
2019,2019,Import,Saudi Arabia,Japan,46,"Manufactures of straw, esparto or other plaiting materials; basketware and wickerwork",16094,,,36.5748441,139.2394179
2019,2019,Import,Saudi Arabia,Jordan,46,"Manufactures of straw, esparto or other plaiting materials; basketware and wickerwork",26155,,,31.1667049,36.941628
2019,2019,Import,Saudi Arabia,Kenya,46,"Manufactures of straw, esparto or other plaiting materials; basketware and wickerwork",414083,,,1.4419683,38.4313975
2019,2019,Import,Saudi Arabia,Rep. of Korea,46,"Manufactures of straw, esparto or other plaiting materials; basketware and wickerwork",14888,,,,
2019,2019,Import,Saudi Arabia,Lebanon,46,"Manufactures of straw, esparto or other plaiting materials; basketware and wickerwork",274329,,,33.8750629,35.843409
2019,2019,Import,Saudi Arabia,Madagascar,46,"Manufactures of straw, esparto or other plaiting materials; basketware and wickerwork",12751,,,-18.9249604,46.4416422
2019,2019,Import,Saudi Arabia,Mexico,46,"Manufactures of straw, esparto or other plaiting materials; basketware and wickerwork",68464,,,23.6585116,-102.0077097
2019,2019,Import,Saudi Arabia,"Other Asia, nes",46,"Manufactures of straw, esparto or other plaiting materials; basketware and wickerwork",714525,,,,
2019,2019,Import,Saudi Arabia,Morocco,46,"Manufactures of straw, esparto or other plaiting materials; basketware and wickerwork",285599,,,31.1728205,-7.3362482
2019,2019,Import,Saudi Arabia,Netherlands,46,"Manufactures of straw, esparto or other plaiting materials; basketware and wickerwork",19993,,,52.2434979,5.6343227
2019,2019,Import,Saudi Arabia,Pakistan,46,"Manufactures of straw, esparto or other plaiting materials; basketware and wickerwork",371974,,,30.3308401,71.247499
2019,2019,Import,Saudi Arabia,Philippines,46,"Manufactures of straw, esparto or other plaiting materials; basketware and wickerwork",93194,,,12.7503486,122.7312101
2019,2019,Import,Saudi Arabia,Poland,46,"Manufactures of straw, esparto or other plaiting materials; basketware and wickerwork",21250,,,52.215933,19.134422
2019,2019,Import,Saudi Arabia,Portugal,46,"Manufactures of straw, esparto or other plaiting materials; basketware and wickerwork",18388,,,39.6621648,-8.1353519
2019,2019,Import,Saudi Arabia,India,46,"Manufactures of straw, esparto or other plaiting materials; basketware and wickerwork",946307,,,22.3511148,78.6677428
2019,2019,Import,Saudi Arabia,Singapore,46,"Manufactures of straw, esparto or other plaiting materials; basketware and wickerwork",6528,,,1.357107,103.8194992
2019,2019,Import,Saudi Arabia,Viet Nam,46,"Manufactures of straw, esparto or other plaiting materials; basketware and wickerwork",859424,,,15.9266657,107.9650855
2019,2019,Import,Saudi Arabia,South Africa,46,"Manufactures of straw, esparto or other plaiting materials; basketware and wickerwork",7742,,,-28.8166236,24.991639
2019,2019,Import,Saudi Arabia,Spain,46,"Manufactures of straw, esparto or other plaiting materials; basketware and wickerwork",46754,,,39.3260685,-4.8379791
2019,2019,Import,Saudi Arabia,Syria,46,"Manufactures of straw, esparto or other plaiting materials; basketware and wickerwork",59018,,,34.6401861,39.0494106
2019,2019,Import,Saudi Arabia,Thailand,46,"Manufactures of straw, esparto or other plaiting materials; basketware and wickerwork",121256,,,14.8971921,100.83273
2019,2019,Import,Saudi Arabia,United Arab Emirates,46,"Manufactures of straw, esparto or other plaiting materials; basketware and wickerwork",279080,,,24.0002488,53.9994829
2019,2019,Import,Saudi Arabia,Turkey,46,"Manufactures of straw, esparto or other plaiting materials; basketware and wickerwork",848539,,,38.9597594,34.9249653
2019,2019,Import,Saudi Arabia,Egypt,46,"Manufactures of straw, esparto or other plaiting materials; basketware and wickerwork",528950,,,26.2540493,29.2675469
2019,2019,Import,Saudi Arabia,United Kingdom,46,"Manufactures of straw, esparto or other plaiting materials; basketware and wickerwork",163730,,,54.7023545,-3.2765753
2019,2019,Import,Saudi Arabia,USA,46,"Manufactures of straw, esparto or other plaiting materials; basketware and wickerwork",319332,,,,
2019,2019,Import,Saudi Arabia,Yemen,46,"Manufactures of straw, esparto or other plaiting materials; basketware and wickerwork",89953,,,16.3471243,47.8915271
2020,2020,Import,Saudi Arabia,World,46,"Manufactures of straw, esparto or other plaiting materials; basketware and wickerwork",48422862,,,-36.8535712,174.7456809
2020,2020,Import,Saudi Arabia,Afghanistan,46,"Manufactures of straw, esparto or other plaiting materials; basketware and wickerwork",15972,,,33.7680065,66.2385139
2020,2020,Import,Saudi Arabia,Australia,46,"Manufactures of straw, esparto or other plaiting materials; basketware and wickerwork",21554,,,-24.7761086,134.755
2020,2020,Import,Saudi Arabia,Austria,46,"Manufactures of straw, esparto or other plaiting materials; basketware and wickerwork",47068,,,47.59397,14.12456
2020,2020,Import,Saudi Arabia,Bahrain,46,"Manufactures of straw, esparto or other plaiting materials; basketware and wickerwork",33219,,,26.1551249,50.5344606
2020,2020,Import,Saudi Arabia,Bangladesh,46,"Manufactures of straw, esparto or other plaiting materials; basketware and wickerwork",347018,,,24.4769288,90.2934413
2020,2020,Import,Saudi Arabia,Belgium,46,"Manufactures of straw, esparto or other plaiting materials; basketware and wickerwork",111034,,,50.6402809,4.6667145
2020,2020,Import,Saudi Arabia,Myanmar,46,"Manufactures of straw, esparto or other plaiting materials; basketware and wickerwork",22218,,,,
2020,2020,Import,Saudi Arabia,Cambodia,46,"Manufactures of straw, esparto or other plaiting materials; basketware and wickerwork",30784,,,12.5433216,104.8144914
2020,2020,Import,Saudi Arabia,Canada,46,"Manufactures of straw, esparto or other plaiting materials; basketware and wickerwork",4798,,,61.0666922,-107.991707
2020,2020,Import,Saudi Arabia,Sri Lanka,46,"Manufactures of straw, esparto or other plaiting materials; basketware and wickerwork",58698,,,7.5554942,80.7137847
2020,2020,Import,Saudi Arabia,China,46,"Manufactures of straw, esparto or other plaiting materials; basketware and wickerwork",31152842,,,35.000074,104.999927
2020,2020,Import,Saudi Arabia,Czechia,46,"Manufactures of straw, esparto or other plaiting materials; basketware and wickerwork",59580,,,,
2020,2020,Import,Saudi Arabia,France,46,"Manufactures of straw, esparto or other plaiting materials; basketware and wickerwork",170282,,,46.603354,1.8883335
2020,2020,Import,Saudi Arabia,Germany,46,"Manufactures of straw, esparto or other plaiting materials; basketware and wickerwork",384083,,,51.1638175,10.4478313
2020,2020,Import,Saudi Arabia,Greece,46,"Manufactures of straw, esparto or other plaiting materials; basketware and wickerwork",7809,,,38.9953683,21.9877132
2020,2020,Import,Saudi Arabia,"China, Hong Kong SAR",46,"Manufactures of straw, esparto or other plaiting materials; basketware and wickerwork",3653,,,22.350627,114.1849161
2020,2020,Import,Saudi Arabia,Hungary,46,"Manufactures of straw, esparto or other plaiting materials; basketware and wickerwork",5373,,,47.1817585,19.5060937
2020,2020,Import,Saudi Arabia,Indonesia,46,"Manufactures of straw, esparto or other plaiting materials; basketware and wickerwork",483703,,,-2.4833826,117.8902853
2020,2020,Import,Saudi Arabia,Italy,46,"Manufactures of straw, esparto or other plaiting materials; basketware and wickerwork",1551214,,,42.6384261,12.674297
2020,2020,Import,Saudi Arabia,Japan,46,"Manufactures of straw, esparto or other plaiting materials; basketware and wickerwork",48255,,,36.5748441,139.2394179
2020,2020,Import,Saudi Arabia,Jordan,46,"Manufactures of straw, esparto or other plaiting materials; basketware and wickerwork",59259,,,31.1667049,36.941628
2020,2020,Import,Saudi Arabia,Kenya,46,"Manufactures of straw, esparto or other plaiting materials; basketware and wickerwork",986092,,,1.4419683,38.4313975
2020,2020,Import,Saudi Arabia,Rep. of Korea,46,"Manufactures of straw, esparto or other plaiting materials; basketware and wickerwork",18785,,,,
2020,2020,Import,Saudi Arabia,Kuwait,46,"Manufactures of straw, esparto or other plaiting materials; basketware and wickerwork",22767,,,29.2733964,47.4979476
2020,2020,Import,Saudi Arabia,Lebanon,46,"Manufactures of straw, esparto or other plaiting materials; basketware and wickerwork",414154,,,33.8750629,35.843409
2020,2020,Import,Saudi Arabia,Madagascar,46,"Manufactures of straw, esparto or other plaiting materials; basketware and wickerwork",35216,,,-18.9249604,46.4416422
2020,2020,Import,Saudi Arabia,Malaysia,46,"Manufactures of straw, esparto or other plaiting materials; basketware and wickerwork",22577,,,4.5693754,102.2656823
2020,2020,Import,Saudi Arabia,Mexico,46,"Manufactures of straw, esparto or other plaiting materials; basketware and wickerwork",61223,,,23.6585116,-102.0077097
2020,2020,Import,Saudi Arabia,"Other Asia, nes",46,"Manufactures of straw, esparto or other plaiting materials; basketware and wickerwork",72409,,,,
2020,2020,Import,Saudi Arabia,Morocco,46,"Manufactures of straw, esparto or other plaiting materials; basketware and wickerwork",334621,,,31.1728205,-7.3362482
2020,2020,Import,Saudi Arabia,Netherlands,46,"Manufactures of straw, esparto or other plaiting materials; basketware and wickerwork",226640,,,52.2434979,5.6343227
2020,2020,Import,Saudi Arabia,Pakistan,46,"Manufactures of straw, esparto or other plaiting materials; basketware and wickerwork",381442,,,30.3308401,71.247499
2020,2020,Import,Saudi Arabia,Philippines,46,"Manufactures of straw, esparto or other plaiting materials; basketware and wickerwork",217806,,,12.7503486,122.7312101
2020,2020,Import,Saudi Arabia,Poland,46,"Manufactures of straw, esparto or other plaiting materials; basketware and wickerwork",8373,,,52.215933,19.134422
2020,2020,Import,Saudi Arabia,Portugal,46,"Manufactures of straw, esparto or other plaiting materials; basketware and wickerwork",22089,,,39.6621648,-8.1353519
2020,2020,Import,Saudi Arabia,Romania,46,"Manufactures of straw, esparto or other plaiting materials; basketware and wickerwork",9910,,,45.9852129,24.6859225
2020,2020,Import,Saudi Arabia,India,46,"Manufactures of straw, esparto or other plaiting materials; basketware and wickerwork",1791999,,,22.3511148,78.6677428
2020,2020,Import,Saudi Arabia,Slovakia,46,"Manufactures of straw, esparto or other plaiting materials; basketware and wickerwork",14145,,,48.7411522,19.4528646
2020,2020,Import,Saudi Arabia,Viet Nam,46,"Manufactures of straw, esparto or other plaiting materials; basketware and wickerwork",2053000,,,15.9266657,107.9650855
2020,2020,Import,Saudi Arabia,South Africa,46,"Manufactures of straw, esparto or other plaiting materials; basketware and wickerwork",362763,,,-28.8166236,24.991639
2020,2020,Import,Saudi Arabia,Spain,46,"Manufactures of straw, esparto or other plaiting materials; basketware and wickerwork",194909,,,39.3260685,-4.8379791
2020,2020,Import,Saudi Arabia,Syria,46,"Manufactures of straw, esparto or other plaiting materials; basketware and wickerwork",169246,,,34.6401861,39.0494106
2020,2020,Import,Saudi Arabia,Thailand,46,"Manufactures of straw, esparto or other plaiting materials; basketware and wickerwork",61610,,,14.8971921,100.83273
2020,2020,Import,Saudi Arabia,United Arab Emirates,46,"Manufactures of straw, esparto or other plaiting materials; basketware and wickerwork",1436831,,,24.0002488,53.9994829
2020,2020,Import,Saudi Arabia,Tunisia,46,"Manufactures of straw, esparto or other plaiting materials; basketware and wickerwork",10803,,,33.8439408,9.400138
2020,2020,Import,Saudi Arabia,Turkey,46,"Manufactures of straw, esparto or other plaiting materials; basketware and wickerwork",920368,,,38.9597594,34.9249653
2020,2020,Import,Saudi Arabia,Ukraine,46,"Manufactures of straw, esparto or other plaiting materials; basketware and wickerwork",11273,,,49.4871968,31.2718321
2020,2020,Import,Saudi Arabia,Egypt,46,"Manufactures of straw, esparto or other plaiting materials; basketware and wickerwork",913684,,,26.2540493,29.2675469
2020,2020,Import,Saudi Arabia,United Kingdom,46,"Manufactures of straw, esparto or other plaiting materials; basketware and wickerwork",155596,,,54.7023545,-3.2765753
2020,2020,Import,Saudi Arabia,United Rep. of Tanzania,46,"Manufactures of straw, esparto or other plaiting materials; basketware and wickerwork",345404,,,,
2020,2020,Import,Saudi Arabia,USA,46,"Manufactures of straw, esparto or other plaiting materials; basketware and wickerwork",2432478,,,,
2020,2020,Import,Saudi Arabia,Yemen,46,"Manufactures of straw, esparto or other plaiting materials; basketware and wickerwork",96207,,,16.3471243,47.8915271
