yr,periodDesc,rgDesc,rtTitle,ptTitle,cmdCode,cmdDescE,TradeValue,Unnamed: 0,rtLat,rtLon,ptLat,ptLon
2016,2016.0,Export,Jordan,World,68.0,"Stone, plaster, cement, asbestos, mica or similar materials; articles thereof",69146479.0,,31.1667049,36.941628,-36.8535712,174.7456809
2016,2016.0,Export,Jordan,Algeria,68.0,"Stone, plaster, cement, asbestos, mica or similar materials; articles thereof",464627.0,,31.1667049,36.941628,28.0000272,2.9999825
2016,2016.0,Export,Jordan,Australia,68.0,"Stone, plaster, cement, asbestos, mica or similar materials; articles thereof",6592.0,,31.1667049,36.941628,-24.7761086,134.755
2016,2016.0,Export,Jordan,Bahrain,68.0,"Stone, plaster, cement, asbestos, mica or similar materials; articles thereof",350475.0,,31.1667049,36.941628,26.1551249,50.5344606
2016,2016.0,Export,Jordan,Chad,68.0,"Stone, plaster, cement, asbestos, mica or similar materials; articles thereof",700.0,,31.1667049,36.941628,15.6134137,19.0156172
2016,2016.0,Export,Jordan,Congo,68.0,"Stone, plaster, cement, asbestos, mica or similar materials; articles thereof",3156.0,,31.1667049,36.941628,-2.9814344,23.8222636
2016,2016.0,Export,Jordan,State of Palestine,68.0,"Stone, plaster, cement, asbestos, mica or similar materials; articles thereof",265072.0,,31.1667049,36.941628,31.46242095,34.262716572130714
2016,2016.0,Export,Jordan,Iraq,68.0,"Stone, plaster, cement, asbestos, mica or similar materials; articles thereof",898666.0,,31.1667049,36.941628,33.0955793,44.1749775
2016,2016.0,Export,Jordan,Israel,68.0,"Stone, plaster, cement, asbestos, mica or similar materials; articles thereof",618561.0,,31.1667049,36.941628,30.8124247,34.8594762
2016,2016.0,Export,Jordan,Italy,68.0,"Stone, plaster, cement, asbestos, mica or similar materials; articles thereof",11708.0,,31.1667049,36.941628,42.6384261,12.674297
2016,2016.0,Export,Jordan,Rep. of Korea,68.0,"Stone, plaster, cement, asbestos, mica or similar materials; articles thereof",2469.0,,31.1667049,36.941628,,
2016,2016.0,Export,Jordan,Kuwait,68.0,"Stone, plaster, cement, asbestos, mica or similar materials; articles thereof",2001695.0,,31.1667049,36.941628,29.2733964,47.4979476
2016,2016.0,Export,Jordan,Lebanon,68.0,"Stone, plaster, cement, asbestos, mica or similar materials; articles thereof",3786.0,,31.1667049,36.941628,33.8750629,35.843409
2016,2016.0,Export,Jordan,Mauritania,68.0,"Stone, plaster, cement, asbestos, mica or similar materials; articles thereof",272.0,,31.1667049,36.941628,20.2540382,-9.2399263
2016,2016.0,Export,Jordan,"Other Asia, nes",68.0,"Stone, plaster, cement, asbestos, mica or similar materials; articles thereof",1899.0,,31.1667049,36.941628,,
2016,2016.0,Export,Jordan,Morocco,68.0,"Stone, plaster, cement, asbestos, mica or similar materials; articles thereof",7206.0,,31.1667049,36.941628,31.1728205,-7.3362482
2016,2016.0,Export,Jordan,Oman,68.0,"Stone, plaster, cement, asbestos, mica or similar materials; articles thereof",313472.0,,31.1667049,36.941628,21.0000287,57.0036901
2016,2016.0,Export,Jordan,Qatar,68.0,"Stone, plaster, cement, asbestos, mica or similar materials; articles thereof",5430545.0,,31.1667049,36.941628,25.3336984,51.2295295
2016,2016.0,Export,Jordan,Saudi Arabia,68.0,"Stone, plaster, cement, asbestos, mica or similar materials; articles thereof",50967602.0,,31.1667049,36.941628,25.6242618,42.3528328
2016,2016.0,Export,Jordan,Singapore,68.0,"Stone, plaster, cement, asbestos, mica or similar materials; articles thereof",9637.0,,31.1667049,36.941628,1.357107,103.8194992
2016,2016.0,Export,Jordan,Sudan,68.0,"Stone, plaster, cement, asbestos, mica or similar materials; articles thereof",9592.0,,31.1667049,36.941628,14.5844444,29.4917691
2016,2016.0,Export,Jordan,United Arab Emirates,68.0,"Stone, plaster, cement, asbestos, mica or similar materials; articles thereof",6819524.0,,31.1667049,36.941628,24.0002488,53.9994829
2016,2016.0,Export,Jordan,Egypt,68.0,"Stone, plaster, cement, asbestos, mica or similar materials; articles thereof",25777.0,,31.1667049,36.941628,26.2540493,29.2675469
2016,2016.0,Export,Jordan,Free Zones,68.0,"Stone, plaster, cement, asbestos, mica or similar materials; articles thereof",648806.0,,31.1667049,36.941628,5.57675525,-0.1653113957934536
2016,2016.0,Export,Jordan,USA,68.0,"Stone, plaster, cement, asbestos, mica or similar materials; articles thereof",284642.0,,31.1667049,36.941628,39.7837304,-100.445882
