yr,periodDesc,rgDesc,rtTitle,cmdCode,cmdDescE,Sub-region,Region,TradeValue
2008,2008,Import,Cyprus,30,Pharmaceutical products,Australia and New Zealand,Oceania,1216470
2008,2008,Import,Cyprus,30,Pharmaceutical products,Eastern Asia,Asia,5707922
2008,2008,Import,Cyprus,30,Pharmaceutical products,Eastern Europe,Europe,4826639
2008,2008,Import,Cyprus,30,Pharmaceutical products,Latin America and the Caribbean,Americas,6670
2008,2008,Import,Cyprus,30,Pharmaceutical products,Northern Africa,Africa,73029
2008,2008,Import,Cyprus,30,Pharmaceutical products,Northern America,Americas,2582146
2008,2008,Import,Cyprus,30,Pharmaceutical products,Northern Europe,Europe,50293322
2008,2008,Import,Cyprus,30,Pharmaceutical products,South-eastern Asia,Asia,1565
2008,2008,Import,Cyprus,30,Pharmaceutical products,Southern Europe,Europe,97567977
2008,2008,Import,Cyprus,30,Pharmaceutical products,Sub-Saharan Africa,Africa,31111
2008,2008,Import,Cyprus,30,Pharmaceutical products,Western Asia,Asia,3933
2008,2008,Import,Cyprus,30,Pharmaceutical products,Western Europe,Europe,121880200
2008,2008,Import,Cyprus,30,Pharmaceutical products,World,World,286443905
